open,close,high,low,vol,amount,year,month,day,hour,minute,datetime,up_count,down_count
1553.82,1553.12,1561.87,1542.13,17963712.0,1796382976.0,2019,2,25,10,30,2019-02-25 10:30,27,4
1554.7,1559.3,1559.3,1543.9,8718913.0,871904768.0,2019,2,25,11,30,2019-02-25 11:30,29,1
1559.58,1576.8,1584.9,1559.58,8122040.0,812216576.0,2019,2,25,14,0,2019-02-25 14:00,30,1
1577.46,1596.42,1597.12,1575.41,8699473.0,869959680.0,2019,2,25,15,0,2019-02-25 15:00,29,2
1584.76,1568.85,1585.05,1565.54,18922018.0,1892214144.0,2019,2,26,10,30,2019-02-26 10:30,6,25
1569.34,1576.5,1576.5,1561.08,7237243.0,723737472.0,2019,2,26,11,30,2019-02-26 11:30,9,22
1576.5,1599.02,1601.58,1576.5,9349331.0,934945792.0,2019,2,26,14,0,2019-02-26 14:00,14,16
1599.37,1572.11,1611.35,1570.03,11335990.0,1133611264.0,2019,2,26,15,0,2019-02-26 15:00,20,10
1567.98,1569.11,1579.56,1562.69,13548448.0,1354857216.0,2019,2,27,10,30,2019-02-27 10:30,16,13
1568.9,1575.23,1579.58,1568.9,4855423.0,485554816.0,2019,2,27,11,30,2019-02-27 11:30,14,16
1575.84,1562.19,1583.09,1561.23,7067230.0,706736000.0,2019,2,27,14,0,2019-02-27 14:00,19,11
1563.2,1572.84,1572.84,1550.01,10185180.0,1018530048.0,2019,2,27,15,0,2019-02-27 15:00,12,18
1569.49,1582.99,1585.0,1566.43,11274773.0,1127489920.0,2019,2,28,10,30,2019-02-28 10:30,19,12
1583.27,1572.36,1583.41,1567.01,5466062.0,546619264.0,2019,2,28,11,30,2019-02-28 11:30,20,11
1572.5,1575.61,1584.31,1570.82,4229566.0,422970112.0,2019,2,28,14,0,2019-02-28 14:00,16,14
1574.07,1578.55,1578.59,1568.54,6554575.0,655469568.0,2019,2,28,15,0,2019-02-28 15:00,12,17
1582.94,1581.66,1591.16,1573.82,9835177.0,983529600.0,2019,3,1,10,30,2019-03-01 10:30,17,14
1581.74,1574.93,1593.05,1574.66,5018906.0,501902592.0,2019,3,1,11,30,2019-03-01 11:30,10,19
1574.93,1585.5,1586.93,1572.58,4428354.0,442849408.0,2019,3,1,14,0,2019-03-01 14:00,7,22
1585.88,1596.0,1596.0,1585.88,6633916.0,663404800.0,2019,3,1,15,0,2019-03-01 15:00,9,18
1608.05,1618.05,1623.29,1598.44,12394793.0,1239491200.0,2019,3,4,10,30,2019-03-04 10:30,20,9
